Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	140
CE10_S64_L002_R1_001 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.904628027966576e-05	0.00013174380046610958	0.00013174380046610958	0.00026348760093221915	0.00026348760093221915	0.000632370242237326	0.0010539504037288766	0.0033726412919324053	0.012278522203441411	0.03954948889992609	0.10125828503825181	0.2044400295633088	0.355734610018589	0.5524017553543975	0.7855092358991317	1.0487596979905118	1.3398607995004275	1.6456381603822678	1.9725208780987789	2.3094688221709005	2.6747943808634225	3.0453896915745884	3.43221583850318	3.8380657902190762	4.261648457477712	4.712581137713111	4.995329682273477
CE10_S64_L002_R1_001 - polya	0.005664983420042712	0.008168115628898793	0.00909032223216156	0.009880785034958218	0.01185694204194986	0.012647404844746519	0.0151505370536026	0.015809256055933148	0.016599718858729805	0.023239606402221728	0.030880746829256078	0.03240897491466295	0.033094042677086724	0.0352282922446377	0.03904886245815488	0.04276403763129917	0.052908310267189604	0.07778153979519109	0.08984927191788672	0.09135115124320038	0.09266858924786146	0.09561965037830233	0.09741136606464143	0.0986234090289296	0.10015163711433647	0.10110019247769249	0.10202239908095526	0.10323444204524346	0.1056848767339131	0.10758198746062506	0.10918926182631161	0.11011146842957438	0.11177144031544735	0.11416917748393055	0.11572375432943063	0.11646151961204086
CE10_S64_L002_R1_001 - polyg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010539504037288767	0.00018444132065255342	0.00026348760093221915	0.00026348760093221915	0.00026348760093221915	0.00026348760093221915	0.00026348760093221915	0.0003952314013983287	0.000606021482144104	0.0008168115628898792	0.0009222066032627668	0.0013701355248475395	0.0019761570069916435	0.004848171857152831	0.014201981690246612	0.0413675533463584	0.10283921064384512	0.208734877458504	0.2947108816426871
CE10_S64_L002_R2_001 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.904628027966576e-05	0.00015809256055933151	0.00026348760093221915	0.00026348760093221915	0.0003425338812118849	0.0007641140427034355	0.0011856942041949862	0.00358343137267818	0.013121682526424514	0.04231610870971439	0.10644899077661654	0.2158226939235807	0.3740996958035648	0.580594928654145	0.8227663826709474	1.1008511966948116	1.4091580385456013	1.7329579513312054	2.0769673631083103	2.4303832822386964	2.8152596209203886	3.2055901529413773	3.613205471583521	4.040635057815767	4.484427224065904	4.958494115663153	5.255523688194043
CE10_S64_L002_R2_001 - polya	0.0005269752018644383	0.000922206603262767	0.0031618512111866296	0.006718933823771588	0.013042636246144847	0.019761570069916436	0.025690041090891364	0.030959793109535748	0.03754698313284122	0.05733490196285088	0.09567234789848877	0.12539374928364308	0.15709130767578905	0.1856533636168416	0.21324051543444494	0.2357950540742429	0.25381760597800673	0.2732893396868977	0.28925668830339013	0.30445992287717927	0.31997934257208693	0.33373339534074875	0.34751379686950384	0.3615313372390979	0.3759704577701835	0.3896981617787521	0.4013706625000494	0.4144659962663807	0.4267445184698221	0.4383906704310262	0.4525926521212728	0.4669000288518923	0.48025885021915576	0.4923002335817583	0.5066603078325642	0.5139325656182934
CE10_S64_L002_R2_001 - polyg	0.6119499531650789	0.6151118043762656	0.616824473782325	0.6169562175827911	0.6172197051837233	0.6178784241860539	0.6182736555874522	0.6188006307893167	0.6206450439958422	0.6225685034826474	0.624913543130944	0.6259674935346731	0.6271795364989612	0.6282598356627833	0.6298144125082834	0.6313426405936903	0.6321067546363938	0.6330026124795631	0.6338984703227327	0.6355584422086058	0.6369285777334533	0.6379561793770889	0.63853585209914	0.639721546303335	0.640564706626318	0.6414605644694875	0.6434103727163858	0.6459398536853352	0.648890914815776	0.6527378337893864	0.6565057064827171	0.6620125973422006	0.6740012831846165	0.7016411325224062	0.7602407749697319	0.8108830918689044
CE11_S65_L002_R1_001 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015242229511395092	0.000670658098501384	0.003200868197392969	0.011157312002341206	0.04030045482812862	0.10270214244778013	0.21537270299601263	0.3799582972600568	0.5969771610433001	0.8669780146081528	1.1699325683766415	1.5076394054311113	1.8819275933129291	2.2852065017254204	2.689217037154459	3.114444756063359	3.5705227475033228	4.033368288846345	4.525997146654636	5.049781121584216	5.59642844078089	5.929379702227804
CE11_S65_L002_R1_001 - polya	0.005182358033874331	0.007621114755697545	0.009145337706837054	0.009602604592178907	0.010974405248204465	0.011584094428660268	0.013108317379799778	0.01341316197002768	0.014327695740711386	0.021095245643770806	0.027740857710739066	0.029173627284810204	0.030210098891585067	0.03255740223633992	0.03514858125327708	0.03752636905705471	0.04911046348571498	0.07249204355619505	0.08270433732882976	0.08462485824726554	0.08621005011645064	0.08788669536270409	0.08983770074016266	0.09194112841273519	0.09306905339657842	0.09425794729846725	0.09556877903644721	0.09727590874172347	0.09822092697142996	0.0993488519552732	0.10062919923423039	0.1021229377263471	0.10297650257898523	0.10398248972673732	0.10514089916960331	0.10654318428465169
CE11_S65_L002_R1_001 - polyg	0.0	0.0	0.00015242229511395092	0.00015242229511395092	0.00015242229511395092	0.00015242229511395092	0.00015242229511395092	0.00015242229511395092	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00030484459022790184	0.00033532904925069205	0.00048775134436464295	0.0007925959345925447	0.0009450182297064957	0.0016766452462534602	0.0038105573778487722	0.011553609969637479	0.03917252984428539	0.10062919923423039	0.21043422063432066	0.30194856662073677
CE11_S65_L002_R2_001 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0484459022790184e-05	0.00015242229511395092	0.0001829067541367411	0.0007011425575241742	0.00335329049250692	0.0117974856418198	0.04225146020558719	0.10861612749820142	0.2249753075881915	0.3939201794924947	0.6178590154739114	0.896730846614396	1.2117877306149327	1.564492921508615	1.9556999841480813	2.372178663317441	2.793077589045105	3.2368703434988846	3.7082820178273117	4.1871319001573	4.696679632723238	5.238053140508969	5.8034484020046575	6.150087185552805
CE11_S65_L002_R2_001 - polya	0.00030484459022790184	0.00045726688534185274	0.0013718006560255582	0.00167664524625346	0.004115401968076675	0.006401736394785938	0.0083832262312673	0.010517138362862612	0.012803472789571876	0.018565035544879222	0.03033203672767623	0.042312429123632776	0.05438427489665768	0.06499286663658868	0.07499176919606385	0.08233852382055629	0.0897157629040715	0.0984038337255667	0.10447024107110195	0.10998792815422695	0.11480447267982782	0.12093184894340865	0.1264495360265337	0.13117462717506614	0.1356558426514163	0.14248436147252133	0.14800204855564633	0.15199551268763184	0.15763513760684802	0.16339670036215537	0.16934116987159945	0.1747674035776561	0.17991927715250766	0.18619907571120245	0.1921435452206465	0.19540538233608507
CE11_S65_L002_R2_001 - polyg	0.5593898230681998	0.5607616237242254	0.5618285797900231	0.561981002085137	0.5624382689704789	0.5624382689704789	0.5625906912655928	0.5630479581509347	0.564877025692302	0.5662488263483276	0.5684741918569913	0.5694496945457206	0.5702727749393359	0.570699557365655	0.571126339791974	0.5720713580216804	0.5732297674645466	0.574327207989367	0.5754246485141874	0.576674511334122	0.5780158275311246	0.5790827835969223	0.5798144106134692	0.5813996024826544	0.5827714031386799	0.5841127193356825	0.5860637247131412	0.5888987794022608	0.5911241449109245	0.5938982306819984	0.598013632650075	0.603683742028314	0.6136826445877891	0.6409357509541636	0.6967832798839152	0.7505273811410943
CE12_S66_L002_R1_001 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001780588733858963	0.0001780588733858963	0.0001780588733858963	0.00028489419741743407	0.0007122354935435852	0.0038104598904581816	0.015740404407313235	0.04536940093872638	0.11199903135972877	0.23208193557117726	0.41227751543770436	0.6355633426636184	0.9151157738794755	1.216213328775026	1.550287387021645	1.9075447105831072	2.2816464035668753	2.684558022264482	3.106343881540993	3.5280941290428265	3.9834975036145948	4.453964658874811	4.95089136272017	5.469256354921191	5.788515914902103
